arm,model,subject,mode,f1,crit_err
C,RF,32,smoothed,0.9095651732195469,0.05357142857142857
C,RF,33,unsmoothed,0.8483985123769411,0.031578947368421054
C,RF,33,smoothed,0.9760960144927535,0.010526315789473684
C,RF,34,unsmoothed,0.8450584444471654,0.054945054945054944
C,RF,34,smoothed,0.9520962690191682,0.01098901098901099
C,RF,35,unsmoothed,0.7011606199497994,0.19895287958115182
C,RF,35,smoothed,0.8075872645922506,0.15706806282722513
C,RF,36,unsmoothed,0.7455897454602711,0.09574468085106383
C,RF,36,smoothed,0.8758045979339959,0.010638297872340425
C,RF,37,unsmoothed,0.8694714899812868,0.07228915662650602
C,RF,37,smoothed,0.976668626016007,0.03614457831325301
C,RF,38,unsmoothed,0.838085497627845,0.0
C,RF,38,smoothed,0.9581684842103553,0.0
C,RF,39,unsmoothed,0.7523619214748247,0.125
C,RF,39,smoothed,0.8458641975308642,0.022727272727272728
C,RF,40,unsmoothed,0.8060080973387425,0.05
C,RF,40,smoothed,0.9347240758558615,0.0
D,SVM,1,unsmoothed,0.6580665825531906,0.075
D,SVM,1,smoothed,0.7883988293545025,0.016666666666666666
D,SVM,2,unsmoothed,0.8354809291645597,0.025974025974025976
D,SVM,2,smoothed,0.9374340419116538,0.0
D,SVM,3,unsmoothed,0.8075713240067453,0.1504424778761062
D,SVM,3,smoothed,0.896148508375775,0.08849557522123894
D,SVM,4,unsmoothed,0.7754152591748054,0.05063291139240506
D,SVM,4,smoothed,0.9015691353258873,0.012658227848101266
D,SVM,5,unsmoothed,0.7035905970693714,0.12337662337662338
D,SVM,5,smoothed,0.8009401494791801,0.08441558441558442
D,SVM,6,unsmoothed,0.7791096530367861,0.11702127659574468
D,SVM,6,smoothed,0.8667136445532673,0.0
D,SVM,7,unsmoothed,0.7689542233875853,0.047619047619047616
D,SVM,7,smoothed,0.9011103636720058,0.0
D,SVM,8,unsmoothed,0.7349796434216003,0.12790697674418605
D,SVM,8,smoothed,0.856730098106191,0.06976744186046512
D,SVM,9,unsmoothed,0.7892156088008755,0.128
D,SVM,9,smoothed,0.927819258666133,0.032
D,SVM,10,unsmoothed,0.7270674747078745,0.013157894736842105
D,SVM,10,smoothed,0.8356578831906395,0.0
D,SVM,11,unsmoothed,0.8747917260617275,0.012987012987012988
D,SVM,11,smoothed,0.9724662356619194,0.0
D,SVM,12,unsmoothed,0.8461969315475598,0.025974025974025976
D,SVM,12,smoothed,0.9429583938219779,0.025974025974025976
D,SVM,13,unsmoothed,0.915854263742559,0.06306306306306306
D,SVM,13,smoothed,0.994949494949495,0.018018018018018018
D,SVM,14,unsmoothed,0.8152740764116028,0.09774436090225563
D,SVM,14,smoothed,0.9374965977884667,0.022556390977443608
D,SVM,15,unsmoothed,0.8506785261125906,0.07228915662650602
D,SVM,15,smoothed,0.9949049131743615,0.0
D,SVM,16,unsmoothed,0.846789161146891,0.10989010989010989
D,SVM,16,smoothed,0.9647928132565005,0.02197802197802198
D,SVM,17,unsmoothed,0.7923623516510727,0.06666666666666667
D,SVM,17,smoothed,0.9437670592481937,0.0
D,SVM,18,unsmoothed,0.8222475160305087,0.20930232558139536
D,SVM,18,smoothed,0.9492761026303156,0.09302325581395349
D,SVM,19,unsmoothed,0.7692013523125264,0.12149532710280374
D,SVM,19,smoothed,0.9519429217405821,0.009345794392523364
D,SVM,20,unsmoothed,0.7117426365542916,0.0
D,SVM,20,smoothed,0.7910611946916304,0.0
D,SVM,21,unsmoothed,0.7836375475149777,0.0
D,SVM,21,smoothed,0.9096464298212186,0.0
D,SVM,22,unsmoothed,0.7371851451370903,0.16666666666666666
D,SVM,22,smoothed,0.883058066556272,0.047619047619047616
D,SVM,23,unsmoothed,0.7005281702967543,0.08333333333333333
D,SVM,23,smoothed,0.8387077776936761,0.041666666666666664
D,SVM,24,unsmoothed,0.6840417085714071,0.038461538461538464
D,SVM,24,smoothed,0.851446179718202,0.0
D,SVM,25,unsmoothed,0.7812359942815558,0.12790697674418605
D,SVM,25,smoothed,0.9012039746161712,0.03488372093023256
D,SVM,26,unsmoothed,0.7276017345795166,0.2302158273381295
D,SVM,26,smoothed,0.8805408214360378,0.12949640287769784
D,SVM,27,unsmoothed,0.8512219594488238,0.021505376344086023
D,SVM,27,smoothed,0.9567940199335547,0.0
D,SVM,28,unsmoothed,0.816085012798794,0.08928571428571429
D,SVM,28,smoothed,0.9636900504505013,0.026785714285714284
D,SVM,29,unsmoothed,0.7815958012579806,0.10377358490566038
D,SVM,29,smoothed,0.9236498042058755,0.03773584905660377
D,SVM,30,unsmoothed,0.8057729356940206,0.14285714285714285
D,SVM,30,smoothed,0.9598615841238534,0.04395604395604396
D,SVM,31,unsmoothed,0.738920769774676,0.1276595744680851
D,SVM,31,smoothed,0.8870192210500979,0.07446808510638298
D,SVM,32,unsmoothed,0.7400555992773745,0.20535714285714285
D,SVM,32,smoothed,0.8810110388132241,0.13392857142857142
D,SVM,33,unsmoothed,0.8567321370060906,0.042105263157894736
D,SVM,33,smoothed,0.9781127249959447,0.0
D,SVM,34,unsmoothed,0.8531813809265533,0.07692307692307693
D,SVM,34,smoothed,0.9609943635400334,0.02197802197802198
D,SVM,35,unsmoothed,0.7299951890823799,0.15706806282722513
D,SVM,35,smoothed,0.8234329533966922,0.1256544502617801
D,SVM,36,unsmoothed,0.707781902390011,0.1595744680851064
D,SVM,36,smoothed,0.8056144556698179,0.09574468085106383
D,SVM,37,unsmoothed,0.7980351979688189,0.18072289156626506
D,SVM,37,smoothed,0.8584295012788095,0.18072289156626506
D,SVM,38,unsmoothed,0.8094946361484384,0.011627906976744186
D,SVM,38,smoothed,0.9504637575218239,0.0
D,SVM,39,unsmoothed,0.7799723166009198,0.10227272727272728
D,SVM,39,smoothed,0.9033659251668731,0.045454545454545456
D,SVM,40,unsmoothed,0.759539769773204,0.05
D,SVM,40,smoothed,0.9377597586070284,0.0
D,RF,1,unsmoothed,0.5811619506347635,0.016666666666666666
D,RF,1,smoothed,0.5718233342921866,0.0
D,RF,2,unsmoothed,0.8398001919075859,0.03896103896103896
D,RF,2,smoothed,0.9178217821782179,0.0
D,RF,3,unsmoothed,0.7847380046009158,0.10619469026548672
D,RF,3,smoothed,0.8866149630478855,0.008849557522123894
D,RF,4,unsmoothed,0.7768333937416938,0.012658227848101266
D,RF,4,smoothed,0.9090149748978327,0.0
D,RF,5,unsmoothed,0.6634413866791491,0.11688311688311688
D,RF,5,smoothed,0.7612982705327737,0.05844155844155844
D,RF,6,unsmoothed,0.7086708146104935,0.11702127659574468
D,RF,6,smoothed,0.8428037051525563,0.0425531914893617
D,RF,7,unsmoothed,0.7567286571653427,0.0761904761904762
D,RF,7,smoothed,0.8982638738073521,0.0
D,RF,8,unsmoothed,0.7645677765647959,0.046511627906976744
D,RF,8,smoothed,0.8824091492809022,0.0
D,RF,9,unsmoothed,0.7659487112883011,0.104
D,RF,9,smoothed,0.898491987416849,0.008
D,RF,10,unsmoothed,0.7413836322343408,0.0
D,RF,10,smoothed,0.8655754792569292,0.0
D,RF,11,unsmoothed,0.8645187839763311,0.0
D,RF,11,smoothed,0.9892902396656601,0.0
D,RF,12,unsmoothed,0.8098093713681052,0.025974025974025976
D,RF,12,smoothed,0.959557438794727,0.0
D,RF,13,unsmoothed,0.8986749110222637,0.09009009009009009
D,RF,13,smoothed,0.9954545454545455,0.0
D,RF,14,unsmoothed,0.7559812511665444,0.08270676691729323
D,RF,14,smoothed,0.9142150923119758,0.0
D,RF,15,unsmoothed,0.8037570693142913,0.04819277108433735
D,RF,15,smoothed,0.973883036436832,0.0
D,RF,16,unsmoothed,0.8392475962512849,0.12087912087912088
D,RF,16,smoothed,0.9577186580935233,0.02197802197802198
D,RF,17,unsmoothed,0.7855256757695783,0.0380952380952381
D,RF,17,smoothed,0.9442160862212994,0.009523809523809525
D,RF,18,unsmoothed,0.7563340077786461,0.20930232558139536
D,RF,18,smoothed,0.9296047958140582,0.06976744186046512
D,RF,19,unsmoothed,0.7796384654607116,0.11214953271028037
D,RF,19,smoothed,0.9516030486450351,0.0
D,RF,20,unsmoothed,0.7022534527180035,0.0
D,RF,20,smoothed,0.8294408371426238,0.0
D,RF,21,unsmoothed,0.7946421990036682,0.0
D,RF,21,smoothed,0.9248591130120788,0.0
D,RF,22,unsmoothed,0.7286889859485141,0.07936507936507936
D,RF,22,smoothed,0.8775043466277653,0.007936507936507936
D,RF,23,unsmoothed,0.7489269625162428,0.0763888888888889
D,RF,23,smoothed,0.842838349461484,0.027777777777777776
D,RF,24,unsmoothed,0.766872982437715,0.1282051282051282
D,RF,24,smoothed,0.9229846926038461,0.038461538461538464
D,RF,25,unsmoothed,0.7810229264409978,0.13953488372093023
D,RF,25,smoothed,0.9371397768886596,0.03488372093023256
D,RF,26,unsmoothed,0.7015416757172519,0.3237410071942446
D,RF,26,smoothed,0.8246354237984389,0.18705035971223022
D,RF,27,unsmoothed,0.8367483130300608,0.043010752688172046
D,RF,27,smoothed,0.9249958891573845,0.0
D,RF,28,unsmoothed,0.7739053205958613,0.08928571428571429
D,RF,28,smoothed,0.9103348565941711,0.026785714285714284
D,RF,29,unsmoothed,0.7561813219896076,0.12264150943396226
D,RF,29,smoothed,0.8960773079249216,0.02830188679245283
D,RF,30,unsmoothed,0.8303439495505791,0.10989010989010989
D,RF,30,smoothed,0.969362917335617,0.01098901098901099
D,RF,31,unsmoothed,0.7055720389606677,0.09574468085106383
D,RF,31,smoothed,0.8772936054466953,0.02127659574468085
D,RF,32,unsmoothed,0.7574960441361093,0.16964285714285715
D,RF,32,smoothed,0.9259695225830684,0.03571428571428571
D,RF,33,unsmoothed,0.8558265284016201,0.021052631578947368
D,RF,33,smoothed,0.9869902782241576,0.0
D,RF,34,unsmoothed,0.8412775012362366,0.054945054945054944
D,RF,34,smoothed,0.9475838213044131,0.02197802197802198
D,RF,35,unsmoothed,0.712534492692629,0.17801047120418848
D,RF,35,smoothed,0.7967177994883932,0.13612565445026178
D,RF,36,unsmoothed,0.7473747189385338,0.10638297872340426
D,RF,36,smoothed,0.8792019113328777,0.0
D,RF,37,unsmoothed,0.8606851749752101,0.12048192771084337
D,RF,37,smoothed,0.9693394987360096,0.03614457831325301
D,RF,38,unsmoothed,0.8312674808986309,0.011627906976744186
D,RF,38,smoothed,0.9637928522588891,0.0
D,RF,39,unsmoothed,0.7394453557820491,0.125
D,RF,39,smoothed,0.8288707888763868,0.022727272727272728
D,RF,40,unsmoothed,0.7988181353830358,0.05
D,RF,40,smoothed,0.9221192565089303,0.0
