subject,model,condition,n_stdup_train,macro_f1,f1_DNS,f1_STDUP,f1_UPS,f1_WAK
5,SVM,balanced,3755,0.6945979744972803,0.5019011406844106,0.9076923076923077,0.7083333333333334,0.6604651162790698
5,RF,balanced,3755,0.6461044482496493,0.4405594405594406,0.880248833592535,0.6596491228070176,0.6039603960396039
6,SVM,imbalanced,14416,0.7460078974475345,0.6054054054054054,0.9591078066914498,0.752851711026616,0.6666666666666666
6,RF,imbalanced,14416,0.7121503893291427,0.5681818181818182,0.9388489208633094,0.6823529411764706,0.659217877094972
6,SVM,balanced,3783,0.729246348889206,0.5612244897959183,0.946969696969697,0.7384615384615385,0.6703296703296703
6,RF,balanced,3783,0.7122627169883287,0.5567010309278351,0.9398496240601504,0.6821705426356589,0.6703296703296703
7,SVM,imbalanced,14379,0.7732346983942175,0.7304347826086957,0.9351535836177475,0.7606837606837606,0.6666666666666666
7,RF,imbalanced,14379,0.7481344883891518,0.6985645933014354,0.9415584415584416,0.7467811158798283,0.6056338028169014
7,SVM,balanced,3789,0.7725416315609359,0.7142857142857143,0.9204152249134948,0.7631578947368421,0.6923076923076923
7,RF,balanced,3789,0.7375711778204047,0.7196652719665272,0.9217391304347826,0.7142857142857143,0.5945945945945946
8,SVM,imbalanced,14400,0.74807780287718,0.6477272727272727,0.9823321554770318,0.8058608058608059,0.556390977443609
8,RF,imbalanced,14400,0.75668678731796,0.650887573964497,0.9790940766550522,0.7396226415094339,0.6571428571428571
8,SVM,balanced,3791,0.7467355904431021,0.6739130434782609,0.9787234042553191,0.7969924812030075,0.5373134328358209
8,RF,balanced,3791,0.7609855735081122,0.632768361581921,0.9822695035460993,0.7575757575757576,0.6713286713286714
9,SVM,imbalanced,14413,0.7909824919648527,0.6814159292035398,0.9202898550724637,0.8349514563106796,0.7272727272727273
9,RF,imbalanced,14413,0.784814284878379,0.6476190476190476,0.8996539792387543,0.8275862068965517,0.7643979057591623
9,SVM,balanced,3781,0.7971120640920822,0.6695278969957081,0.9166666666666666,0.8484848484848485,0.7537688442211056
9,RF,balanced,3781,0.786982868960768,0.6666666666666666,0.8954128440366973,0.8019323671497585,0.7839195979899497
10,SVM,imbalanced,14400,0.7102313419474202,0.6774193548387096,0.9787234042553191,0.6847826086956522,0.5
10,RF,imbalanced,14400,0.7374774966199208,0.6289308176100629,0.9706390328151986,0.7551020408163265,0.5952380952380952
10,SVM,balanced,3813,0.7213380780554974,0.6918918918918919,0.9805309734513274,0.7071823204419889,0.5057471264367817
10,RF,balanced,3813,0.7639461705024566,0.6823529411764706,0.9753521126760564,0.7715736040609137,0.6265060240963856
11,SVM,imbalanced,14419,0.8682620835916856,0.8604651162790697,0.9829222011385199,0.7796610169491526,0.85
11,RF,imbalanced,14419,0.8572984357903205,0.8588957055214724,0.9703703703703703,0.7771428571428571,0.8227848101265823
11,SVM,balanced,3803,0.8567278160830871,0.8554913294797688,0.9771863117870723,0.7640449438202247,0.8301886792452831
11,RF,balanced,3803,0.8364172058052108,0.8342857142857143,0.9534883720930233,0.7578947368421053,0.8
12,SVM,imbalanced,14400,0.8270668452343122,0.6805555555555556,0.9484902309058615,0.8148148148148148,0.864406779661017
12,RF,imbalanced,14400,0.8142230576441103,0.7285714285714285,0.9473684210526315,0.8,0.780952380952381
12,SVM,balanced,3813,0.8112523666485745,0.6928104575163399,0.922509225092251,0.851063829787234,0.7786259541984732
