backbone,arm,subject,channel,threshold,censored
resnet_se,chandrop,18,2,0.10553007856649926,False
resnet_se,chandrop,18,3,0.7945775591658547,False
resnet_se,chandrop,18,4,0.1829940709061304,False
resnet_se,chandrop,18,5,0.568462201496614,False
resnet_se,chandrop,18,6,0.2787881825447189,False
resnet_se,chandrop,18,7,0.8444329792434081,False
resnet_se,chandrop,18,8,0.5275832139059401,False
resnet_se,chandrop,19,0,0.4886639217266694,False
resnet_se,chandrop,19,1,0.1141897406371119,False
resnet_se,chandrop,19,2,0.25459096665401615,False
resnet_se,chandrop,19,3,0.8123676471251129,False
resnet_se,chandrop,19,4,0.7747142449049484,False
resnet_se,chandrop,19,5,0.6643019666369456,False
resnet_se,chandrop,19,6,,True
resnet_se,chandrop,19,7,0.7262808880137329,False
resnet_se,chandrop,19,8,0.1557472338589011,False
resnet_se,chandrop,20,0,0.8076506655015442,False
resnet_se,chandrop,20,1,,True
resnet_se,chandrop,20,2,0.5477483440319321,False
resnet_se,chandrop,20,3,,True
resnet_se,chandrop,20,4,,True
resnet_se,chandrop,20,5,,True
resnet_se,chandrop,20,6,0.2502182211964659,False
resnet_se,chandrop,20,7,0.8982647056109246,False
resnet_se,chandrop,20,8,0.6160665218701632,False
resnet_se,chandrop,21,0,0.5276851523025838,False
resnet_se,chandrop,21,1,,True
resnet_se,chandrop,21,2,0.5269424899669723,False
resnet_se,chandrop,21,3,,True
resnet_se,chandrop,21,4,0.11352409550746931,False
resnet_se,chandrop,21,5,,True
resnet_se,chandrop,21,6,,True
resnet_se,chandrop,21,7,,True
resnet_se,chandrop,21,8,,True
resnet_se,chandrop,22,0,0.8001833144151705,False
resnet_se,chandrop,22,1,,True
resnet_se,chandrop,22,2,0.13099346890264407,False
resnet_se,chandrop,22,3,0.7264008799192943,False
resnet_se,chandrop,22,4,0.7896529824401551,False
resnet_se,chandrop,22,5,,True
resnet_se,chandrop,22,6,0.44033184365932443,False
resnet_se,chandrop,22,7,0.5911535522961014,False
resnet_se,chandrop,22,8,0.6233665148052556,False
resnet_se,chandrop,23,0,0.818185617143277,False
resnet_se,chandrop,23,1,0.5427089557646663,False
resnet_se,chandrop,23,2,,True
resnet_se,chandrop,23,3,0.09371216253958434,False
resnet_se,chandrop,23,4,0.6358644813086447,False
resnet_se,chandrop,23,5,0.8283534905217741,False
resnet_se,chandrop,23,6,0.5825335548445852,False
resnet_se,chandrop,23,7,,True
resnet_se,chandrop,23,8,0.6249319643485142,False
resnet_se,chandrop,24,0,0.5965385158978065,False
resnet_se,chandrop,24,1,,True
resnet_se,chandrop,24,2,0.7662090368242789,False
resnet_se,chandrop,24,3,,True
resnet_se,chandrop,24,4,0.4914857709919889,False
resnet_se,chandrop,24,5,0.8807790402898732,False
resnet_se,chandrop,24,6,0.14800751504237963,False
resnet_se,chandrop,24,7,0.025074829655386044,False
resnet_se,chandrop,24,8,0.2779481417074728,False
resnet_se,chandrop,25,0,,True
resnet_se,chandrop,25,1,,True
resnet_se,chandrop,25,2,,True
resnet_se,chandrop,25,3,0.552375053547395,False
resnet_se,chandrop,25,4,0.7306762113021978,False
resnet_se,chandrop,25,5,,True
resnet_se,chandrop,25,6,,True
resnet_se,chandrop,25,7,0.6177080604371017,False
resnet_se,chandrop,25,8,,True
resnet_se,chandrop,26,0,0.6213013387607713,False
resnet_se,chandrop,26,1,,True
resnet_se,chandrop,26,2,0.4939427644127768,False
resnet_se,chandrop,26,3,0.44208870328936384,False
resnet_se,chandrop,26,4,0.7502774170034263,False
resnet_se,chandrop,26,5,0.8776965937091972,False
resnet_se,chandrop,26,6,0.5494662072434584,False
resnet_se,chandrop,26,7,0.2060127916089574,False
resnet_se,chandrop,26,8,0.33226176966752374,False
resnet_se,chandrop,27,0,,True
resnet_se,chandrop,27,1,,True
resnet_se,chandrop,27,2,0.2257355976149716,False
resnet_se,chandrop,27,3,,True
resnet_se,chandrop,27,4,0.48055250791813925,False
resnet_se,chandrop,27,5,,True
resnet_se,chandrop,27,6,,True
resnet_se,chandrop,27,7,0.15650484598443767,False
resnet_se,chandrop,27,8,,True
resnet_se,chandrop,28,0,,True
resnet_se,chandrop,28,1,,True
resnet_se,chandrop,28,2,,True
resnet_se,chandrop,28,3,,True
resnet_se,chandrop,28,4,,True
resnet_se,chandrop,28,5,0.9058751624544091,False
resnet_se,chandrop,28,6,,True
resnet_se,chandrop,28,7,0.3245917431254239,False
resnet_se,chandrop,28,8,0.08666478417100226,False
resnet_se,chandrop,29,0,0.6900721446001631,False
resnet_se,chandrop,29,1,,True
resnet_se,chandrop,29,2,0.8251137142293986,False
resnet_se,chandrop,29,3,0.36485684910847366,False
resnet_se,chandrop,29,4,0.763167563889814,False
resnet_se,chandrop,29,5,0.42613002119803695,False
resnet_se,chandrop,29,6,,True
resnet_se,chandrop,29,7,0.24884086429534738,False
resnet_se,chandrop,29,8,,True
resnet_se,chandrop,30,0,,True
resnet_se,chandrop,30,1,0.4145741404457727,False
resnet_se,chandrop,30,2,,True
resnet_se,chandrop,30,3,0.7339810600972891,False
resnet_se,chandrop,30,4,,True
resnet_se,chandrop,30,5,0.5404100906022224,False
resnet_se,chandrop,30,6,,True
resnet_se,chandrop,30,7,0.4143120181596927,False
resnet_se,chandrop,30,8,,True
resnet_se,chandrop,31,0,,True
resnet_se,chandrop,31,1,,True
resnet_se,chandrop,31,2,,True
resnet_se,chandrop,31,3,,True
resnet_se,chandrop,31,4,0.5662793501427232,False
resnet_se,chandrop,31,5,,True
resnet_se,chandrop,31,6,0.3796323048568823,False
resnet_se,chandrop,31,7,0.4508010787674535,False
resnet_se,chandrop,31,8,0.7621476202706714,False
resnet_se,chandrop,32,0,0.4370536920071627,False
resnet_se,chandrop,32,1,0.15788318692527104,False
resnet_se,chandrop,32,2,0.14587345793186285,False
resnet_se,chandrop,32,3,0.7445445179197366,False
resnet_se,chandrop,32,4,0.7146019872014634,False
resnet_se,chandrop,32,5,,True
resnet_se,chandrop,32,6,,True
resnet_se,chandrop,32,7,0.6505834614363298,False
resnet_se,chandrop,32,8,0.007220546078996221,False
resnet_se,chandrop,33,0,0.6279092552200379,False
resnet_se,chandrop,33,1,0.6485440884459115,False
resnet_se,chandrop,33,2,0.235051454924414,False
resnet_se,chandrop,33,3,0.057216584415197225,False
resnet_se,chandrop,33,4,,True
resnet_se,chandrop,33,5,,True
resnet_se,chandrop,33,6,0.4977123062617394,False
resnet_se,chandrop,33,7,0.4969289164309103,False
resnet_se,chandrop,33,8,0.526963441814071,False
resnet_se,chandrop,34,0,,True
resnet_se,chandrop,34,1,,True
resnet_se,chandrop,34,2,,True
resnet_se,chandrop,34,3,0.17030259781466256,False
resnet_se,chandrop,34,4,,True
resnet_se,chandrop,34,5,,True
resnet_se,chandrop,34,6,,True
resnet_se,chandrop,34,7,0.5304026167382931,False
resnet_se,chandrop,34,8,0.22218412956850844,False
resnet_se,chandrop,35,0,0.7804314507032342,False
resnet_se,chandrop,35,1,,True
resnet_se,chandrop,35,2,,True
resnet_se,chandrop,35,3,0.46370368677931095,False
resnet_se,chandrop,35,4,,True
resnet_se,chandrop,35,5,0.772731274393386,False
resnet_se,chandrop,35,6,0.6180011984989315,False
resnet_se,chandrop,35,7,,True
resnet_se,chandrop,35,8,0.30022802142945004,False
resnet_se,chandrop,36,0,,True
resnet_se,chandrop,36,1,0.7105376957501732,False
resnet_se,chandrop,36,2,0.571161765498596,False
resnet_se,chandrop,36,3,0.7591972138242435,False
resnet_se,chandrop,36,4,,True
resnet_se,chandrop,36,5,,True
resnet_se,chandrop,36,6,0.7853716848432396,False
resnet_se,chandrop,36,7,0.7339803385153812,False
resnet_se,chandrop,36,8,0.8308289583009958,False
resnet_se,chandrop,37,0,0.8231990503849378,False
resnet_se,chandrop,37,1,0.7955324656663867,False
resnet_se,chandrop,37,2,0.7698144647833102,False
resnet_se,chandrop,37,3,0.7738719202636891,False
resnet_se,chandrop,37,4,0.8045426972411961,False
resnet_se,chandrop,37,5,,True
resnet_se,chandrop,37,6,0.8358254574401227,False
resnet_se,chandrop,37,7,0.9219754627039419,False
resnet_se,chandrop,37,8,0.8486915203659788,False
resnet_se,chandrop,38,0,0.853450653488464,False
resnet_se,chandrop,38,1,0.3388386390277515,False
resnet_se,chandrop,38,2,0.3805588410395471,False
resnet_se,chandrop,38,3,0.1891812258443369,False
resnet_se,chandrop,38,4,0.8058801480575164,False
resnet_se,chandrop,38,5,0.5820456245103598,False
resnet_se,chandrop,38,6,0.4108562222515303,False
resnet_se,chandrop,38,7,0.4541202225061342,False
resnet_se,chandrop,38,8,0.5690693566984631,False
resnet_se,chandrop,39,0,0.33951390889068467,False
resnet_se,chandrop,39,1,0.3252034039351914,False
resnet_se,chandrop,39,2,,True
resnet_se,chandrop,39,3,0.2924015411587112,False
resnet_se,chandrop,39,4,0.7156247227943433,False
resnet_se,chandrop,39,5,,True
resnet_se,chandrop,39,6,,True
resnet_se,chandrop,39,7,0.34256849778074266,False
resnet_se,chandrop,39,8,,True
resnet_se,chandrop,40,0,0.45940053471568726,False
resnet_se,chandrop,40,1,0.7382372900859505,False
resnet_se,chandrop,40,2,,True
resnet_se,chandrop,40,3,0.5164576346353758,False
resnet_se,chandrop,40,4,0.4550673011185018,False
resnet_se,chandrop,40,5,,True
resnet_se,chandrop,40,6,,True
resnet_se,chandrop,40,7,0.44235348563605714,False
resnet_se,chandrop,40,8,0.11712783250950334,False
