subject,block,block_width,feature_channel,gate_mean,gate_sd
1,5,128,9,0.5140184164047241,0.12100601196289062
1,5,128,10,0.48030081391334534,0.036125943064689636
1,5,128,11,0.47422268986701965,0.08768769353628159
1,5,128,12,0.41908586025238037,0.0393972285091877
1,5,128,13,0.6044676303863525,0.07986356317996979
1,5,128,14,0.5304367542266846,0.13238580524921417
1,5,128,15,0.5584951639175415,0.08974964916706085
1,5,128,16,0.518097996711731,0.04795323684811592
1,5,128,17,0.48297253251075745,0.05300014838576317
1,5,128,18,0.5488624572753906,0.06607992202043533
1,5,128,19,0.35275644063949585,0.03884453698992729
1,5,128,20,0.4265105426311493,0.10133378952741623
1,5,128,21,0.351412832736969,0.06241386756300926
1,5,128,22,0.4775100350379944,0.15194499492645264
1,5,128,23,0.39086848497390747,0.10633841902017593
1,5,128,24,0.5443158149719238,0.03737765923142433
1,5,128,25,0.42296868562698364,0.10916530340909958
1,5,128,26,0.49046844244003296,0.0829339474439621
1,5,128,27,0.5692077875137329,0.05240592360496521
1,5,128,28,0.43057623505592346,0.039709579199552536
1,5,128,29,0.49049174785614014,0.11717499047517776
1,5,128,30,0.4790700376033783,0.055720504373311996
1,5,128,31,0.586571455001831,0.09017548710107803
1,5,128,32,0.6553120613098145,0.1369394063949585
1,5,128,33,0.6310763955116272,0.14604990184307098
1,5,128,34,0.558725893497467,0.07219002395868301
1,5,128,35,0.5858667492866516,0.12522977590560913
1,5,128,36,0.527732789516449,0.05930480360984802
1,5,128,37,0.5727354884147644,0.04099348559975624
1,5,128,38,0.46612584590911865,0.07319188863039017
1,5,128,39,0.37140214443206787,0.15036042034626007
1,5,128,40,0.6009162068367004,0.102420873939991
1,5,128,41,0.4977237284183502,0.044461823999881744
1,5,128,42,0.6041106581687927,0.06757797300815582
1,5,128,43,0.523410975933075,0.04474276304244995
1,5,128,44,0.390156626701355,0.0607820600271225
1,5,128,45,0.5910924673080444,0.0540209636092186
1,5,128,46,0.4989527463912964,0.05930306762456894
1,5,128,47,0.6195167303085327,0.06434209644794464
1,5,128,48,0.575463593006134,0.09450964629650116
1,5,128,49,0.4240611791610718,0.06766415387392044
1,5,128,50,0.5231116414070129,0.19656431674957275
1,5,128,51,0.6407651901245117,0.07379335165023804
1,5,128,52,0.5769451856613159,0.04091522470116615
1,5,128,53,0.41413313150405884,0.05906303599476814
1,5,128,54,0.6354045867919922,0.05372051149606705
1,5,128,55,0.4902902841567993,0.11036662757396698
